CaseNumber,PRSM,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
349715780,1.134542238,25652,38000,45220,17.5,4195.2,22036,24167,2,R,629,17,17,16,10,0,1,Corporation,18,3,3,1,75,Auto Repair Services and Parking,35638,17867,17771,143300,64523,32.4,6,528,6690,218146,10731,436,11167,IL,B,S3
167312418,0.91836858,30398,55000,66200,12.5,3838.26,35313.7,35313.6407,4,O,625,2,27,26,11,1,3,Corporation,3,1,1,0,59,Miscellaneous Retail Stores,30273,14502,15771,204600,47722,40.2,5,970,9490,355477,12702,1089,13791,MA,C,S4
389918171,0.688008537,5158,12600,14994,12.5,1738.8,10215.38,10215.3333,3,O,532,5,33,22,19,4,7,Sole Proprietorship,5,0,1,0,59,Miscellaneous Retail Stores,30355,15008,15347,95800,36664,29.5,5,886,13847,323197,11217,1097,12314,GA,B,S2
181315200,0.675102041,2481,6000,7350,12.5,681.22,4771.64,4771.66667,6,O,487,2,15,6,5,6,3,Limited Liability Company,1,0,1,0,72,Personal Services,28873,12595,16278,97800,46520,40.3,5,283,3644,89176,11764,313,12077,PA,OTHER,S1
7615657,0.936546715,7092,13000,15145,10,950.96,22866.32,13320,2,R,598,7,14,9,5,4,6,Sole Proprietorship,4,1,1,0,75,Auto Repair Services and Parking,67012,31452,35560,62400,31367,24.9,5,347,3204,76231,15927,611,16538,MI,B,S2
172916146,0.783040489,2050,4400,5236,12.5,607.2,4122.38,4324,7,R,635,3,17,6,4,2,9,Corporation,3,16,1,14,58,Eating and Drinking Places,30377,14345,16032,466700,22491,32,5,258,1557,32245,13383,453,13836,NY,B,S1
203517759,1.110500507,137008,210000,246750,12.5,5670,189157.36,364701,2,R,595,2,43,38,28,1,4,Corporation,1,4,0,0,75,Auto Repair Services and Parking,46535,23531,23004,120600,31159,29.9,5,1551,30921,1145483,14053,1418,15471,MI,OTHER,S4
123010262,1.17999232,30727,42000,52080,12.5,8080.8,37066.46,46829.5,4,R,452,27,25,16,18,6,3,Limited Liability Company,23,5,1,0,54,Food Stores,19247,9452,9795,256600,85000,38.1,5,586,4961,150524,5952,252,6204,CT,B,S4
234116544,1.018347204,59223,93800,116312,12.5,14923.58,60410.86,60410.6667,3,O,558,4,49,48,33,0,1,Limited Liability Company,1,0,1,0,58,Eating and Drinking Places,30854,15286,15568,152800,62017,35.9,5,1081,17042,465370,15711,1224,16935,SC,H,S4
111512360,0.729929708,41433,95400,113526,10,13165.2,94007.18,94007.3333,3,O,563,9,27,18,10,2,7,Corporation,8,1,0,0,58,Eating and Drinking Places,28464,13958,14506,200800,69581,37.6,5,763,15823,770200,9154,524,9678,MA,B,S4
256118001,1.027175758,84742,140000,165000,12.5,16824.5,126840.82,126840.667,6,O,707,12,37,34,23,0,3,Corporation,21,1,3,1,59,Miscellaneous Retail Stores,15374,7785,7589,89800,21502,43.1,5,992,21386,854792,8092,1276,9368,FL,B,S4
298719046,0.893487395,4253,8000,9520,12.5,883.2,6862,13191.3333,3,R,546,3,24,7,7,12,5,Sole Proprietorship,2,0,2,0,53,General Merchandise Stores,10702,5318,5384,100200,44979,36.3,5,236,2281,51674,4030,214,4244,IN,B,S1
175215813,0.812210648,14035,28800,34560,12.5,4435.2,22065.12,22065.2,10,O,553,8,34,24,21,3,7,Corporation,6,1,0,1,57,Home Furniture and Furnishings Stores,35389,17540,17849,83600,30926,29.9,5,1018,12413,339231,9537,994,10531,FL,B,S3
352119211,0.79448098,15403,33000,38775,12.5,660,35039.88,21259,2,R,547,11,41,38,27,4,14,Sole Proprietorship,2,0,0,0,54,Food Stores,16101,7303,8798,39100,20724,36.5,6,213,2802,72995,5924,492,6416,MO,A,S3
426519719,0.857258065,14882,28000,34720,12.5,4144,18437.98,20094,3,O,599,8,70,67,51,0,3,Sole Proprietorship,8,4,2,1,58,Eating and Drinking Places,21172,10210,10962,135000,40402,35.5,5,779,11237,298887,7310,747,8057,ME,B,S3
9413229,0.883224988,11141,21200,25228,12.5,585.12,41858.32,29288,2,R,602,24,23,21,9,1,1,Corporation,24,1,1,0,59,Miscellaneous Retail Stores,2505,1226,1279,145200,44301,39.5,5,189,1435,31018,675,56,731,PA,F,S3
436411916,1.036731542,84589,131600,163184,12.5,15581.44,106124,163874,1,R,535,27,56,27,30,19,10,Corporation,18,6,1,3,59,Miscellaneous Retail Stores,39321,19185,20136,162300,64036,36,5,1489,20080,771627,12556,1149,13705,NY,B,S4
164711143,1.002641056,4176,7000,8330,12.5,966,5540.5,6912,6,O,577,4,4,3,0,0,1,Corporation,1,1,10,0,57,Home Furniture and Furnishings Stores,47696,23365,24331,92200,39797,31.4,5,523,6597,150523,13813,355,14168,FL,B,S1
161412654,0.747807704,9551,20600,25544,12.5,3048.8,13618.34,17831.2,5,O,596,10,12,8,7,4,0,Corporation,1,2,0,1,75,Auto Repair Services and Parking,35900,17318,18582,147600,48608,36.2,5,675,8018,278774,11993,732,12725,NJ,B,S3
131117716,0.857610887,13612,25600,31744,17.5,3031.04,13953.76,6912,1,R,526,49,23,8,8,5,9,Corporation,4,8,0,4,50,Wholesale Trade-Durable Goods,20379,9395,10984,87000,32229,39.2,5,1018,18264,523711,7911,1263,9174,SC,B,S3
213411627,1.025038402,13346,21000,26040,12.5,4662,23844.82,34813.3333,9,O,588,2,7,4,2,1,2,Corporation,2,2,3,0,52,Building Materials and Hardware,32832,15902,16930,111500,50206,36.9,5,591,6152,166867,12767,472,13239,NJ,B,S3
38412562,1.140425532,3350,5000,5875,12.5,405,4184.12,4184,9,O,657,4,28,24,16,0,4,Sole Proprietorship,1,0,0,0,59,Miscellaneous Retail Stores,28110,13584,14526,114300,43734,37.6,5,593,9738,229487,10918,655,11573,TN,A,S1
313911758,0.856446541,5447,10600,12720,12.5,636,14524.66,15348.3333,12,O,608,2,11,1,1,3,0,Sole Proprietorship,1,0,0,0,57,Home Furniture and Furnishings Stores,39517,19468,20049,203300,67360,39.6,5,1577,29575,1431467,15082,1329,16411,MI,OTHER,S2
93517184,0.915798319,10898,20000,23800,12.5,2760,18422.22,23867,10,O,539,37,2,0,1,1,1,Corporation,7,0,2,0,17,Construction-Special Trade Contractors,39157,18689,20468,270000,70959,41.8,5,1403,21807,912362,13394,1114,14508,NY,B,S2
307518387,1.259342035,14087,18800,22372,12.5,2594.4,14796.94,16265,6,O,712,2,26,25,18,0,1,Corporation,0,0,0,0,73,Business Services,31885,15012,16873,114400,40385,47.2,5,1257,13427,313373,15340,1150,16490,FL,B,S2
5716438,0.781165098,24727,53200,63308,7.5,5873.28,81479.24,81479.24,4,R,640,3,19,9,11,3,7,Corporation,1,13,1,7,7,Agricultural Services,25759,13092,12667,84200,33801,29.9,5,289,4747,100205,11273,457,11730,NC,B,S4
273917278,0.670765969,12654,30800,37730,12.5,3126.2,19884.48,24182.75,8,O,481,2,33,15,15,5,13,Limited Liability Company,2,2,5,0,65,Real Estate,33493,15839,17654,91000,30197,37.1,5,1055,21818,535077,13659,1217,14876,TN,C,S3
346012524,0.824575163,1577,3000,3825,12.5,767.24,3396.74,1301.8818,1,R,501,6,18,2,2,15,3,Corporation,15,0,1,0,59,Miscellaneous Retail Stores,10553,4376,6177,39900,10491,26.6,6,202,3537,109489,3762,306,4068,MO,B,S1
405216498,0.718323693,6582,15400,18326,12.5,830.96,13064.66,13064.5,4,R,555,4,15,4,4,5,3,Limited Liability Company,5,5,1,0,58,Eating and Drinking Places,43348,21078,22270,123800,49949,35.2,5,1230,28190,953183,16542,1395,17937,OH,OTHER,S2
24917412,1.107776963,15099,23200,27260,12.5,939.6,22212.98,22212.0489,6,R,470,16,33,7,7,6,8,Corporation,5,0,1,0,57,Home Furniture and Furnishings Stores,12256,5977,6279,99500,43357,35.3,5,276,4518,142374,5443,227,5670,SC,OTHER,S3
293012309,0.814683544,19308,40000,47400,12.5,5480,56239.2,56239.3333,6,O,531,2,30,24,16,2,4,Corporation,2,0,0,0,75,Auto Repair Services and Parking,8370,4238,4132,80400,43961,30.4,5,150,1839,50604,5677,167,5844,FL,H,S3
78719998,0.657202034,4363,11300,13277.5,5,1067.86,38007.38,38008.6649,4,O,617,12,48,21,21,2,7,Corporation,16,3,5,1,75,Auto Repair Services and Parking,19121,8872,10249,59300,28932,34,5,219,6646,306159,6647,305,6952,GA,OTHER,S2
427013461,0.802956989,14935,30000,37200,12.5,3552,25019.1,28309,4,R,536,20,30,23,24,2,5,Limited Liability Company,2,4,0,2,58,Eating and Drinking Places,18268,8512,9756,252600,58523,41,5,762,9261,341430,7758,889,8647,MA,B,S3
381812919,0.644479755,10951,28800,33984,12.5,2016,26171.4,26172.2204,4,O,570,2,44,41,22,2,12,Limited Liability Company,2,3,0,3,99,Other,3891,2109,1782,48900,16952,40.8,5,1623,46205,2500245,2843,1848,4691,OH,OTHER,S3
272917713,0.650435342,5868,15356,18043.3,12.5,829.22,27280,56430,1,R,639,6,23,15,14,0,8,Corporation,9,0,1,0,58,Eating and Drinking Places,36568,18351,18217,63300,32796,38.7,6,894,17379,400572,13415,1064,14479,IL,OTHER,S2
106215333,0.562256277,16437,49760,58468,10,6045.84,48748.82,48987.5,4,O,535,1,26,13,11,8,5,Sole Proprietorship,2,0,0,0,55,Automotive Dealers and Service Stations,19759,9470,10289,164400,46175,35.1,5,859,10734,437410,10592,778,11370,NC,H,S4
155712062,0.594453221,28411,76900,95587,12.5,11427.4,39228.9,40859.4286,7,O,539,2,20,8,6,6,6,Limited Liability Company,5,2,1,0,58,Eating and Drinking Places,12824,6223,6601,208800,67492,34.3,5,268,1197,28561,9587,123,9710,SC,OTHER,S4
163717140,0.807258065,6006,12000,14880,12.5,1420.8,13292.8,3805.04365,9,R,483,5,36,16,20,13,7,Sole Proprietorship,3,1,1,0,59,Miscellaneous Retail Stores,11477,5695,5782,138000,51525,38.3,5,313,2495,68628,2567,401,2968,PA,B,S2
129813881,0.889622699,7274,13800,16353,12.5,1417.96,10951.48,10951.48,8,R,506,23,14,6,7,4,4,Sole Proprietorship,4,8,4,0,54,Food Stores,33148,15715,17433,82400,32322,33.2,5,458,5812,138178,12675,630,13305,OH,B,S2
359017222,0.894144838,5803,11000,12980,12.5,897.6,9993.14,9993.58532,7,O,633,20,11,9,5,0,2,Corporation,14,0,2,0,54,Food Stores,23055,11118,11937,81600,35112,38.3,5,704,11528,292142,8406,834,9240,NY,OTHER,S2
251816106,0.727272727,7140,16500,19635,12.5,1782.9,13665.74,13665.5,4,O,544,7,37,26,28,1,10,Sole Proprietorship,3,0,0,0,53,General Merchandise Stores,113984,55591,58393,110300,40279,27.9,6,772,13143,461867,28167,1164,29331,IL,OTHER,S2
361718715,0.96967033,18751,32500,38675,12.5,3511.76,29898.34,31842.4,5,O,646,7,43,12,12,0,3,Limited Liability Company,27,3,2,1,58,Eating and Drinking Places,27420,13285,14135,113700,46128,36.6,5,1410,24665,677462,11331,1428,12759,KY,OTHER,S3
151917603,1.105902755,41452,63800,74965,12.5,6024.8,57443.32,64274.6667,3,O,653,6,21,17,16,1,3,Limited Liability Company,0,0,0,0,58,Eating and Drinking Places,11735,5627,6108,129300,61811,31.8,6,205,1807,61193,5408,132,5540,AL,OTHER,S4
37117384,0.791631296,22381,45600,56544,7.5,6748.8,49937.72,57042.25,8,O,629,4,5,4,1,1,0,Corporation,2,0,1,0,51,Wholesale Trade-Nondurable Goods,14975,7256,7719,210700,70630,38,5,553,4661,141026,4981,440,5421,NY,B,S4
7210893,0.56981383,4285,12800,15040,12.5,1036.8,11519.64,11519.6,10,O,518,8,12,9,8,1,2,Sole Proprietorship,3,1,1,1,75,Auto Repair Services and Parking,22802,11148,11654,162300,60149,35,5,1101,25428,1158842,7941,1105,9046,MD,A,S2
237215525,0.968333333,8715,15000,18000,12.5,1680,16055.02,16055.8612,4,R,561,3,34,32,20,0,2,Limited Liability Company,5,1,0,0,56,Apparel and Accessory Stores,20221,9662,10559,169000,20094,30.9,5,439,8014,243714,8044,621,8665,GA,H,S2
180919707,1.06925116,9681,14600,18108,12.5,2167,9587.44,9587.5,4,O,576,3,10,3,3,4,3,Sole Proprietorship,3,2,0,0,51,Wholesale Trade-Nondurable Goods,31330,16393,14937,117500,45379,30.8,5,232,1779,40629,8347,335,8682,GA,B,S2
259410902,0.986021505,14672,24000,29760,12.5,3552,16219.52,17708.3077,13,O,533,13,21,18,10,1,2,Sole Proprietorship,7,0,0,0,75,Auto Repair Services and Parking,19110,9019,10091,163500,58833,39.4,5,476,3939,126127,7580,550,8130,PA,B,S3
420611245,1.038292011,11307,18000,21780,12.5,1533.6,15419.3,15419.25,8,O,586,12,47,39,28,2,6,Corporation,1,3,0,0,56,Apparel and Accessory Stores,49574,23761,25813,312200,73723,41,6,1733,23265,1066402,15050,996,16046,IL,OTHER,S2
246210840,0.573786367,13628,40600,47502,12.5,3264.24,32012.88,32010.9759,6,R,510,33,24,16,11,3,5,Corporation,9,1,4,0,56,Apparel and Accessory Stores,54499,25520,28979,156900,47529,41.7,6,1305,19660,641069,22729,1302,24031,IL,B,S3
127816805,1.038297872,12322,20200,23735,12.5,1772.56,18238.02,25171.6,5,O,565,18,29,13,14,7,9,Limited Liability Company,20,0,6,0,17,Construction-Special Trade Contractors,33753,15964,17789,84300,35568,37.2,5,1851,31397,1109651,13065,2139,15204,FL,OTHER,S2
307419431,0.805147059,4599,9600,11424,12.5,1324.8,7507.56,7508,4,O,498,4,11,5,1,3,3,Corporation,6,1,1,0,54,Food Stores,27560,13508,14052,51600,27177,29.1,5,320,4952,132186,9523,399,9922,OH,B,S2
407213612,0.581997187,12414,36000,42660,12.5,4932,29479.34,29479.4,10,O,527,7,18,6,9,7,5,Sole Proprietorship,2,2,3,0,75,Auto Repair Services and Parking,23971,11378,12593,172600,43421,36.4,5,551,4971,148082,7626,539,8165,NJ,H,S3
231119595,0.900881937,108277,202000,240380,10,27876,199733.38,272578.667,3,O,451,13,34,10,20,10,14,Corporation,3,2,0,1,57,Home Furniture and Furnishings Stores,29767,14645,15122,234300,88133,31.5,5,529,8425,541999,12152,513,12665,VA,B,S4
112615380,0.943815788,5019,8900,10635.55,12.5,742.26,7963.44,12987.8,10,O,587,17,44,34,19,0,10,Corporation,15,3,11,1,42,Motor Freight Transportation/Warehouse,38515,18092,20423,99500,35381,34.4,5,1993,26875,909867,12018,1339,13357,FL,A,S2
241023417,0.656809751,6197,14800,18870,12.5,3096.9,9696.04,24437.6,5,O,518,28,16,2,7,4,10,Sole Proprietorship,24,0,1,0,56,Apparel and Accessory Stores,11700,6138,5562,135400,20034,39.2,8,1828,36866,2052346,6791,2793,9584,CA,B,S2
188927285,0.874796978,49552,95200,113288,12.5,10510.08,83465.28,147521,4,R,678,8,53,51,22,0,2,Corporation,0,0,0,0,59,Miscellaneous Retail Stores,60541,29981,30560,181800,39789,29.5,8,1339,23145,746089,15332,2030,17362,CA,B,S4
363724699,1.02240906,29793,47000,58280,10,5564.8,68574.08,68574,1,R,637,6,55,53,35,0,2,Sole Proprietorship,14,2,2,0,58,Eating and Drinking Places,28592,13929,14663,44100,29053,33.4,6,1045,12190,312985,7618,1561,9179,TX,B,S4
387424834,0.641607436,4694,12400,14632,12.5,992,12092.5,12092.5,4,O,519,7,59,49,34,3,7,Corporation,3,1,3,0,65,Real Estate,34626,17991,16635,167100,52570,32.9,7,594,7727,217074,9265,639,9904,CO,OTHER,S2
275529679,0.846219313,12926,26000,30550,7.5,702,46454,47685,4,R,647,3,10,2,2,1,0,Limited Liability Company,3,3,6,1,58,Eating and Drinking Places,17187,8485,8702,129800,36334,38.2,8,575,4414,113204,6424,644,7068,OR,A,S3
319929874,1.029054175,11511,18800,22372,10,1014.42,21709.66,20202,6,R,634,4,34,32,23,0,2,Corporation,6,7,0,4,57,Home Furniture and Furnishings Stores,17977,9789,8188,82000,30284,34.1,7,344,3315,69334,2451,405,2856,AZ,OTHER,S2
437626940,0.907483246,34125,63200,75208,12.5,1744.32,79324.92,93471.3333,3,R,718,18,38,37,14,0,1,Corporation,1,6,9,0,75,Auto Repair Services and Parking,20631,10188,10443,157000,43162,36.1,8,725,7785,221183,5232,471,5703,WA,F,S4
423622928,1.200950066,21742,29200,36208,12.5,4321.6,19233.78,19234.6085,3,O,671,2,44,30,24,2,12,Corporation,4,1,2,0,99,Other,32039,15349,16690,213900,52800,33.9,8,522,10458,332624,11027,732,11759,CA,B,S3
365628159,1.155211844,19195,26800,33232,12.5,3966.4,17594,22500,4,O,527,32,21,11,11,6,4,Sole Proprietorship,1,0,0,0,53,General Merchandise Stores,22493,10878,11615,296400,76934,34.2,8,1961,53801,3141592,4018,1649,5667,CA,B,S3
65728348,0.80914065,2514,5200,6214,12.5,433.68,4632.22,5319.6,10,O,640,1,2,1,0,1,0,Sole Proprietorship,1,0,0,0,65,Real Estate,18843,8950,9893,155900,37366,37.7,7,368,3451,89052,8604,444,9048,CO,A,S1
82525922,1.082008707,21374,33200,39508,12.5,4581.6,26173.62,30880.7367,3,O,634,9,9,9,1,0,0,Sole Proprietorship,12,0,5,0,58,Eating and Drinking Places,6297,3418,2879,237600,53337,33.9,8,2010,59584,3671143,4712,1472,6184,CA,B,S3
185026473,1.129747899,6722,10000,11900,12.5,276,25316.86,27570,1,R,476,3,27,18,10,7,2,Partnership,3,0,1,0,7,Agricultural Services,23975,11124,12851,384500,55701,37.4,8,641,6906,192156,10768,644,11412,CA,F,S2
399521121,0.927240143,15522,27000,33480,10,3196.8,47855.48,36752,1,R,566,8,53,46,20,5,12,Corporation,2,0,1,0,58,Eating and Drinking Places,33374,16368,17006,108800,27943,33.3,7,1062,10879,266184,10116,857,10973,AZ,B,S3
237428120,0.682255103,31585,78800,92590,12.5,8510.4,70941,70941,6,O,529,5,23,14,8,3,6,Corporation,14,9,8,0,58,Eating and Drinking Places,13289,10826,2463,75000,35588,32.1,6,2724,83279,6235041,3140,2865,6005,TX,E,S4
234528959,1.134166587,29718,44600,52405,12.5,2408.4,40316,61959.3333,3,R,600,14,19,7,9,0,12,Corporation,13,1,0,0,59,Miscellaneous Retail Stores,13135,6549,6586,200700,58656,38.4,8,243,1522,36343,1193,15,1208,CA,OTHER,S4
381423946,1.113764206,77616,112400,139376,12.5,17882.84,72423.14,75349.6667,12,O,665,11,27,27,13,0,0,Corporation,22,10,4,4,75,Auto Repair Services and Parking,49273,24964,24309,225600,38828,29.6,8,1814,24992,756906,12058,1787,13845,CA,H,S4
90524891,1.055389827,41747,63800,79112,12.5,9442.4,41925.64,50547.3333,12,O,574,4,58,56,34,0,2,Corporation,2,6,5,2,57,Home Furniture and Furnishings Stores,48807,23411,25396,172500,37431,31.8,8,1761,25274,727390,12657,1768,14425,CA,B,S4
155229461,1.169467787,8350,12000,14280,12.5,1324.8,9547.52,8878,8,R,647,19,40,34,22,0,6,Sole Proprietorship,14,2,3,0,58,Eating and Drinking Places,29051,14173,14878,172700,49742,39.9,8,578,5853,146883,8947,312,9259,OR,B,S2
324425387,0.53075359,8353,25800,31476,12.5,5015.52,20201.16,23272.4,5,O,499,5,34,10,7,21,3,Corporation,5,1,1,0,73,Business Services,21274,10362,10912,127300,35721,42.8,8,919,8648,216183,9822,804,10626,WA,H,S3
10928216,0.852920154,18496,36600,43371,12.5,3509.94,34779.84,32278.5,4,R,521,3,23,11,16,6,6,Sole Proprietorship,2,0,1,0,58,Eating and Drinking Places,20143,9729,10414,72600,36869,32.2,6,1026,23428,716433,8300,1008,9308,TX,H,S3
259122040,1.095092937,29458,45400,53800,12.5,4043,44278.62,13236,1,R,752,4,36,36,18,0,0,Corporation,17,1,1,0,59,Miscellaneous Retail Stores,25099,12300,12799,108800,58173,33.9,6,1112,25810,838204,9103,1117,10220,NE,H,S4
43222760,0.831886525,14662,30000,35250,12.5,2400,23128,22624,3,O,612,2,14,7,7,1,6,Limited Liability Company,2,0,0,0,41,Local/Suburban Transit and Highway Passenger,19940,9644,10296,168800,41932,39.1,7,1614,24175,735997,9288,1410,10698,CO,OTHER,S3
331025896,0.825859624,9319,18200,22568,12.5,2693.6,11990.12,17218.485,12,O,579,11,8,3,4,2,3,Sole Proprietorship,7,24,0,23,58,Eating and Drinking Places,43846,22009,21837,188600,49064,32.6,8,408,3012,62356,13640,398,14038,CA,B,S2
213922108,1.312931143,20936,26800,31892,5,2958.72,86480,86480,1,R,632,8,38,33,21,0,5,Sole Proprietorship,9,5,6,0,75,Auto Repair Services and Parking,22552,11418,11134,290700,55479,35.6,7,1957,39413,1984363,8479,2012,10491,CO,B,S3
115827218,0.863171355,10125,18400,23460,12.5,3850.2,12155.6,12155.6,5,O,522,2,25,21,13,0,4,Corporation,4,0,0,0,57,Home Furniture and Furnishings Stores,13413,6390,7023,75300,34750,36.4,6,285,2309,46295,4879,350,5229,OK,B,S2
221728477,0.797934034,8806,17800,22072,12.5,2107.52,11772,15650.5,4,R,504,8,39,21,20,11,7,Limited Liability Company,8,6,1,1,75,Auto Repair Services and Parking,39159,19201,19958,72700,32238,30.3,6,1319,25963,838714,14098,1713,15811,TX,B,S2
114925195,0.453618134,10406,37000,45880,12.5,5476,24282.32,24282,4,O,476,5,41,32,25,4,5,Sole Proprietorship,5,0,3,0,58,Eating and Drinking Places,47591,22697,24894,45500,24216,27.3,6,858,15030,287175,20199,1614,21813,TX,B,S3
29324388,1.052485335,30681,49200,58302,12.5,1348.08,47940,31866,2,R,489,26,30,23,20,3,4,Corporation,30,3,1,0,57,Home Furniture and Furnishings Stores,42820,22711,20109,97000,42398,28.9,6,1145,31552,1426135,16380,1290,17670,TX,A,S4
102128076,0.832680851,9784,20000,23500,12.5,800,15716,15716,1,R,509,13,16,6,9,2,8,Sole Proprietorship,12,4,5,2,59,Miscellaneous Retail Stores,40824,20258,20566,141500,61583,32.4,8,612,7576,196457,2629,132,2761,CA,OTHER,S2
201829394,0.97218845,51176,89600,105280,7.5,8467.2,134269.92,134265.461,5,O,593,14,30,24,16,0,6,Corporation,2,3,10,0,57,Home Furniture and Furnishings Stores,48266,20991,27275,256500,46716,51.6,8,2078,23271,844313,7801,1439,9240,CA,OTHER,S4
250926150,0,0,287600,343682,12.5,43974.04,228545.42,294884,12,O,574,15,46,43,20,1,2,Corporation,10,3,0,3,55,Automotive Dealers and Service Stations,22461,11360,11101,120300,47500,38.8,5,707,10118,347197,8496,572,9068,CA,H,S4
90621667,1.367175442,7972,9800,11662,12.5,1352.4,7701.36,7700.66667,3,O,649,13,35,33,15,0,2,Corporation,10,1,2,1,80,Health Services,16909,8078,8831,392400,76034,40.8,8,405,2827,101345,6120,428,6548,CA,B,S2
272822277,1.117246899,13960,21000,24990,12.5,2898,16559.28,17265.3333,3,O,577,11,47,42,31,0,5,Corporation,10,4,2,0,73,Business Services,43129,21818,21311,125800,38964,32.3,8,789,9226,219655,15302,719,16021,CA,B,S2
128129853,1.262418892,71208,95200,112812,12.5,13042.4,74534.24,74534.1538,13,O,762,13,37,37,19,0,0,Corporation,14,1,8,0,59,Miscellaneous Retail Stores,14373,7067,7306,82800,30481,27.2,6,561,10528,302229,5607,482,6089,NE,H,S4
408224342,0.910695652,10473,20000,23000,12.5,2080,47286,65418,2,R,621,32,43,39,32,0,4,Sole Proprietorship,0,1,1,0,58,Eating and Drinking Places,14749,7564,7185,93700,42385,32.6,7,622,8227,306818,3285,443,3728,WY,B,S2
333622836,0.68586258,5550,13600,16184,12.5,1469.54,10464,10464,14,O,475,3,16,9,4,1,6,Corporation,10,1,1,0,17,Construction-Special Trade Contractors,25410,12139,13271,213300,62922,38.8,8,388,9025,427858,2912,171,3083,CA,OTHER,S2
278526756,0.950992556,9198,15600,19344,12.5,1847.04,18964,18964,1,R,585,31,16,13,9,1,2,Corporation,12,1,1,1,52,Building Materials and Hardware,28584,13897,14687,38700,25493,30.7,6,403,5751,130554,9621,742,10363,OK,B,S2
31420596,0.921117815,14503,26800,31490,10,2532.6,30105.48,30108.412,6,O,607,15,35,19,20,4,13,Sole Proprietorship,2,1,0,0,58,Eating and Drinking Places,38414,18607,19807,55900,30993,30.6,6,634,8503,156653,11678,881,12559,TX,OTHER,S3
144621702,0.759464668,35467,76400,93400,12.5,11316,68824.3,54560.8571,7,R,501,7,17,12,7,2,3,Limited Liability Company,6,8,0,7,56,Apparel and Accessory Stores,23556,10957,12599,648400,54964,40.3,8,1132,8820,352580,14465,866,15331,CA,H,S4
301327537,1.173523783,17171,23600,29264,17.5,2794.24,13383.26,12268,1,R,564,4,25,20,17,3,5,Corporation,15,0,1,0,58,Eating and Drinking Places,66558,33209,33349,117700,44204,31.9,8,587,7440,154420,18177,566,18743,NV,B,S3
119520800,0.822216387,9393,19200,22848,12.5,2119.68,15193.32,17999,4,R,499,15,32,21,17,3,8,Sole Proprietorship,14,3,4,2,75,Auto Repair Services and Parking,63228,30678,32550,108600,38199,32.8,8,1210,20995,554852,9481,348,9829,CA,B,S2
184226313,0.780923657,20714,44200,53050,12.5,4967.48,40879.98,41474,1,R,640,6,14,11,7,0,3,Corporation,1,6,9,0,51,Wholesale Trade-Nondurable Goods,38442,19131,19311,136100,41756,28.9,8,420,7667,234579,11063,381,11444,CA,H,S4
